Type,Latest,Volume,"Open Int",Premium,Strike,Type,Latest,Volume,"Open Int",Premium
Call,49.560s,N/A,N/A,"49,560.00",50.000,Put,0.005s,N/A,N/A,5.00
Call,49.060s,N/A,N/A,"49,060.00",50.500,Put,0.005s,N/A,N/A,5.00
Call,48.560s,N/A,N/A,"48,560.00",51.000,Put,0.005s,N/A,N/A,5.00
Call,48.060s,N/A,N/A,"48,060.00",51.500,Put,0.005s,N/A,N/A,5.00
Call,47.560s,N/A,N/A,"47,560.00",52.000,Put,0.005s,N/A,N/A,5.00
Call,47.060s,N/A,N/A,"47,060.00",52.500,Put,0.005s,N/A,N/A,5.00
Call,46.560s,N/A,N/A,"46,560.00",53.000,Put,0.005s,N/A,N/A,5.00
Call,46.060s,N/A,N/A,"46,060.00",53.500,Put,0.005s,N/A,N/A,5.00
Call,45.560s,N/A,N/A,"45,560.00",54.000,Put,0.005s,N/A,N/A,5.00
Call,45.060s,N/A,N/A,"45,060.00",54.500,Put,0.005s,N/A,N/A,5.00
Call,44.560s,N/A,N/A,"44,560.00",55.000,Put,0.005s,N/A,N/A,5.00
Call,44.060s,N/A,N/A,"44,060.00",55.500,Put,0.005s,N/A,N/A,5.00
Call,43.560s,N/A,N/A,"43,560.00",56.000,Put,0.005s,N/A,N/A,5.00
Call,43.060s,N/A,N/A,"43,060.00",56.500,Put,0.005s,N/A,N/A,5.00
Call,42.560s,N/A,N/A,"42,560.00",57.000,Put,0.005s,N/A,N/A,5.00
Call,42.060s,N/A,N/A,"42,060.00",57.500,Put,0.005s,N/A,N/A,5.00
Call,41.560s,N/A,N/A,"41,560.00",58.000,Put,0.005s,N/A,N/A,5.00
Call,41.060s,N/A,N/A,"41,060.00",58.500,Put,0.005s,N/A,N/A,5.00
Call,40.560s,N/A,N/A,"40,560.00",59.000,Put,0.005s,N/A,N/A,5.00
Call,40.060s,N/A,N/A,"40,060.00",59.500,Put,0.005s,N/A,N/A,5.00
Call,39.560s,N/A,N/A,"39,560.00",60.000,Put,0.005s,N/A,N/A,5.00
Call,39.060s,N/A,N/A,"39,060.00",60.500,Put,0.005s,N/A,N/A,5.00
Call,38.560s,N/A,N/A,"38,560.00",61.000,Put,0.005s,N/A,N/A,5.00
Call,38.060s,N/A,N/A,"38,060.00",61.500,Put,0.005s,N/A,N/A,5.00
Call,37.560s,N/A,N/A,"37,560.00",62.000,Put,0.005s,N/A,N/A,5.00
Call,37.060s,N/A,N/A,"37,060.00",62.500,Put,0.005s,N/A,N/A,5.00
Call,36.560s,N/A,N/A,"36,560.00",63.000,Put,0.005s,N/A,N/A,5.00
Call,36.060s,N/A,N/A,"36,060.00",63.500,Put,0.005s,N/A,N/A,5.00
Call,35.560s,N/A,N/A,"35,560.00",64.000,Put,0.005s,N/A,N/A,5.00
Call,35.060s,N/A,N/A,"35,060.00",64.500,Put,0.005s,N/A,N/A,5.00
Call,34.560s,N/A,N/A,"34,560.00",65.000,Put,0.005s,N/A,N/A,5.00
Call,34.060s,N/A,N/A,"34,060.00",65.500,Put,0.005s,N/A,N/A,5.00
Call,33.560s,N/A,N/A,"33,560.00",66.000,Put,0.005s,N/A,N/A,5.00
Call,33.060s,N/A,N/A,"33,060.00",66.500,Put,0.005s,N/A,N/A,5.00
Call,32.560s,N/A,N/A,"32,560.00",67.000,Put,0.005s,N/A,N/A,5.00
Call,32.060s,N/A,N/A,"32,060.00",67.500,Put,0.005s,N/A,N/A,5.00
Call,31.560s,N/A,N/A,"31,560.00",68.000,Put,0.005s,N/A,N/A,5.00
Call,31.060s,N/A,N/A,"31,060.00",68.500,Put,0.005s,N/A,N/A,5.00
Call,30.560s,N/A,N/A,"30,560.00",69.000,Put,0.005s,N/A,N/A,5.00
Call,30.060s,N/A,N/A,"30,060.00",69.500,Put,0.005s,N/A,N/A,5.00
Call,29.560s,N/A,N/A,"29,560.00",70.000,Put,0.005s,N/A,N/A,5.00
Call,29.060s,N/A,N/A,"29,060.00",70.500,Put,0.005s,N/A,N/A,5.00
Call,28.560s,N/A,N/A,"28,560.00",71.000,Put,0.005s,N/A,N/A,5.00
Call,28.060s,N/A,N/A,"28,060.00",71.500,Put,0.005s,N/A,N/A,5.00
Call,27.560s,N/A,N/A,"27,560.00",72.000,Put,0.005s,N/A,N/A,5.00
Call,27.060s,N/A,N/A,"27,060.00",72.500,Put,0.005s,N/A,N/A,5.00
Call,26.560s,N/A,N/A,"26,560.00",73.000,Put,0.005s,N/A,N/A,5.00
Call,26.060s,N/A,N/A,"26,060.00",73.500,Put,0.005s,N/A,N/A,5.00
Call,25.560s,N/A,N/A,"25,560.00",74.000,Put,0.005s,N/A,N/A,5.00
Call,25.060s,N/A,N/A,"25,060.00",74.500,Put,0.005s,N/A,N/A,5.00
Call,24.560s,N/A,N/A,"24,560.00",75.000,Put,0.005s,N/A,N/A,5.00
Call,24.060s,N/A,N/A,"24,060.00",75.500,Put,0.005s,N/A,N/A,5.00
Call,23.560s,N/A,N/A,"23,560.00",76.000,Put,0.005s,N/A,N/A,5.00
Call,23.060s,N/A,N/A,"23,060.00",76.500,Put,0.005s,N/A,N/A,5.00
Call,22.560s,N/A,N/A,"22,560.00",77.000,Put,0.005s,N/A,N/A,5.00
Call,22.060s,N/A,N/A,"22,060.00",77.500,Put,0.005s,N/A,N/A,5.00
Call,21.560s,N/A,N/A,"21,560.00",78.000,Put,0.005s,N/A,N/A,5.00
Call,21.060s,N/A,N/A,"21,060.00",78.500,Put,0.005s,N/A,N/A,5.00
Call,20.560s,N/A,N/A,"20,560.00",79.000,Put,0.005s,N/A,N/A,5.00
Call,20.060s,N/A,N/A,"20,060.00",79.500,Put,0.005s,N/A,N/A,5.00
Call,19.560s,N/A,N/A,"19,560.00",80.000,Put,0.005s,N/A,N/A,5.00
Call,19.060s,N/A,N/A,"19,060.00",80.500,Put,0.005s,N/A,N/A,5.00
Call,18.560s,N/A,N/A,"18,560.00",81.000,Put,0.005s,N/A,N/A,5.00
Call,18.060s,N/A,N/A,"18,060.00",81.500,Put,0.005s,N/A,N/A,5.00
Call,17.560s,N/A,N/A,"17,560.00",82.000,Put,0.005s,N/A,N/A,5.00
Call,17.060s,N/A,N/A,"17,060.00",82.500,Put,0.005s,N/A,N/A,5.00
Call,16.560s,N/A,N/A,"16,560.00",83.000,Put,0.005s,N/A,N/A,5.00
Call,16.060s,N/A,N/A,"16,060.00",83.500,Put,0.005s,N/A,N/A,5.00
Call,15.560s,N/A,N/A,"15,560.00",84.000,Put,0.005s,N/A,N/A,5.00
Call,15.060s,N/A,N/A,"15,060.00",84.500,Put,0.005s,N/A,N/A,5.00
Call,14.560s,N/A,N/A,"14,560.00",85.000,Put,0.005s,N/A,N/A,5.00
Call,14.060s,N/A,N/A,"14,060.00",85.500,Put,0.005s,N/A,N/A,5.00
Call,13.560s,N/A,N/A,"13,560.00",86.000,Put,0.005s,N/A,N/A,5.00
Call,13.060s,N/A,N/A,"13,060.00",86.500,Put,0.005s,N/A,N/A,5.00
Call,12.560s,N/A,N/A,"12,560.00",87.000,Put,0.005s,N/A,N/A,5.00
Call,12.060s,N/A,N/A,"12,060.00",87.500,Put,0.005s,N/A,N/A,5.00
Call,11.560s,N/A,N/A,"11,560.00",88.000,Put,0.005s,N/A,N/A,5.00
Call,11.060s,N/A,N/A,"11,060.00",88.500,Put,0.005s,N/A,N/A,5.00
Call,10.560s,N/A,N/A,"10,560.00",89.000,Put,0.005s,N/A,N/A,5.00
Call,10.060s,N/A,N/A,"10,060.00",89.500,Put,0.005s,N/A,N/A,5.00
Call,9.560s,N/A,N/A,"9,560.00",90.000,Put,0.005s,N/A,20,5.00
Call,9.060s,N/A,N/A,"9,060.00",90.500,Put,0.005s,N/A,N/A,5.00
Call,8.560s,N/A,N/A,"8,560.00",91.000,Put,0.005s,N/A,N/A,5.00
